Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,"Found in Sample: [S1] F1: 126, Sample, n/a","Found in Sample: [S2] F1: 127, Sample, APPPS1_SPR1","Found in Sample: [S3] F1: 128, Sample, APPPS1_SPR2","Found in Sample: [S4] F1: 129, Sample, APPPS1_NPR1","Found in Sample: [S5] F1: 130, Sample, APPPS1_NPR2","Found in Sample: [S6] F1: 131, Sample, WT_CONTROL",Abundance Ratio: (APPPS1_SPR1) / (APPPS1_NPR1),Abundance Ratio: (APPPS1_SPR2) / (APPPS1_NPR2),Abundance Ratio: (APPPS1_NPR1) / (WT_CONTROL),Abundance Ratio: (APPPS1_NPR2) / (WT_CONTROL),"Abundances (Normalized): F1: 126, Sample, n/a","Abundances (Normalized): F1: 127, Sample, APPPS1_SPR1","Abundances (Normalized): F1: 128, Sample, APPPS1_SPR2","Abundances (Normalized): F1: 129, Sample, APPPS1_NPR1","Abundances (Normalized): F1: 130, Sample, APPPS1_NPR2","Abundances (Normalized): F1: 131, Sample, WT_CONTROL",emPAI,# Razor Peptides,Score Sequest HT,# Peptides Sequest HT
FALSE,Master Protein,Q91WU5,Arsenite methyltransferase OS=Mus musculus GN=As3mt PE=1 SV=2,30.31914894,9,10,9,1,376,41.767,5.86,High,High,High,High,High,High,1.499,1.347,1.082,1.11,1584.2,2667.3,2458.7,1779.2,1824.7,1644.6,1.154,0,25.14061785,9
FALSE,Master Protein,Q9WV30,Nuclear factor of activated T-cells 5 OS=Mus musculus GN=Nfat5 PE=1 SV=2,3.32464146,4,8,4,1,1534,165.697,5.19,High,High,High,High,High,High,1.189,0.966,1.022,0.992,1276,1756.2,1384.2,1477,1433.4,1445.6,0.307,0,25.11350846,4
FALSE,Master Protein,P62862,40S ribosomal protein S30 OS=Mus musculus GN=Fau PE=1 SV=1,18.6440678,2,8,2,1,59,6.644,12.15,High,High,High,High,High,High,1.361,1.124,0.993,0.986,7186,7754.5,6354.9,5697.2,5655.7,5737.8,2.981,0,25.10438299,2
FALSE,Master Protein,Q8VCH5,Rab9 effector protein with kelch motifs OS=Mus musculus GN=Rabepk PE=1 SV=2,11.05263158,3,7,3,1,380,41.093,5.95,High,High,High,High,High,High,1.105,1.031,1.077,0.986,2408.1,1282.4,1095,1160.2,1062.4,1077.2,0.369,0,25.0360322,3
FALSE,Master Protein,Q9DBG5,Perilipin-3 OS=Mus musculus GN=Plin3 PE=1 SV=1,13.04347826,4,8,4,1,437,47.233,5.62,High,High,High,High,High,High,1.723,1.263,1.043,1.226,2497.5,1805.9,1555.2,1047.9,1231.5,1004.7,0.562,0,25.03372765,4
FALSE,Master Protein,Q8BKI2,Trinucleotide repeat-containing gene 6B protein OS=Mus musculus GN=Tnrc6b PE=1 SV=2,4.08839779,5,8,5,1,1810,191.845,6.3,High,High,High,High,High,High,1.323,1.267,1.076,1.015,245.7,1444.2,1304.5,1091.6,1029.6,1014.5,0.155,0,25.01975679,5
FALSE,Master Protein,P59708,Splicing factor 3B subunit 6 OS=Mus musculus GN=Sf3b6 PE=1 SV=1,23.2,3,9,3,1,125,14.576,9.38,High,High,High,High,High,High,0.876,0.686,0.942,0.933,942.5,2409.9,1869.7,2752,2725,2919.9,1.61,0,25.01818585,3
FALSE,Master Protein,P24270,Catalase OS=Mus musculus GN=Cat PE=1 SV=4,14.99051233,6,7,6,1,527,59.758,7.88,High,High,High,High,High,High,1.461,1.227,1.04,1.122,1709.5,1855.3,1682,1269.8,1370.6,1221.4,0.468,0,24.99785554,6
FALSE,Master Protein,P61087,Ubiquitin-conjugating enzyme E2 K OS=Mus musculus GN=Ube2k PE=1 SV=3,22,5,9,5,1,200,22.393,5.44,High,High,High,High,High,High,1.503,1.151,0.971,1.001,3350.7,3051.6,2409.2,2029.9,2092.8,2089.7,2.162,0,24.99516344,5
FALSE,Master Protein,Q9JIX0,Transcription and mRNA export factor ENY2 OS=Mus musculus GN=Eny2 PE=1 SV=1,33.66336634,3,8,3,1,101,11.521,9.33,High,High,High,High,High,High,1.197,1.045,0.961,0.937,1750.7,2962.6,2522.7,2475.1,2413.6,2576.8,2.594,0,24.94831586,3
FALSE,Master Protein,Q8R5J9,PRA1 family protein 3 OS=Mus musculus GN=Arl6ip5 PE=1 SV=2,27.65957447,5,12,5,1,188,21.543,9.61,High,High,High,High,High,High,1.076,1.66,0.74,0.721,4004.2,8305.4,12481.7,7718.1,7517.9,10427.4,20.544,0,24.94788766,5
FALSE,Master Protein,P23953,Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4,9.386281588,4,7,4,1,554,61.017,5.06,Not Found,High,High,High,High,High,1.205,1.023,0.867,1.29,,1349.3,1703.4,1119.6,1665.6,1291,0.585,0,24.93942738,4
FALSE,Master Protein,Q5NBX1,Protein cordon-bleu OS=Mus musculus GN=Cobl PE=1 SV=1,6.207928197,7,10,7,1,1337,143.777,7.77,High,High,High,High,High,High,1.052,1.019,1.056,1.039,1929.9,1546.4,1474.5,1470.1,1447.3,1392.5,0.313,0,24.9373771,7
FALSE,Master Protein,Q91WM2,Cat eye syndrome critical region protein 5 homolog OS=Mus musculus GN=Cecr5 PE=1 SV=1,12.64916468,5,10,5,1,419,46.277,7.88,High,High,High,High,High,High,1.045,1.046,0.993,0.887,4270.3,2276.6,2037.7,2179.5,1947.7,2195.6,0.778,0,24.92919064,5
FALSE,Master Protein,Q5F2E7,Nuclear fragile X mental retardation-interacting protein 2 OS=Mus musculus GN=Nufip2 PE=1 SV=1,8.959537572,5,8,5,1,692,75.611,8.7,High,High,High,High,High,High,0.994,0.865,0.947,1.001,2311.7,1643.2,1511.7,1653,1747.5,1746.4,0.453,0,24.91662097,5
FALSE,Master Protein,Q8BGE6,Cysteine protease ATG4B OS=Mus musculus GN=Atg4b PE=1 SV=2,10.6870229,3,6,3,1,393,44.347,5.07,High,High,High,High,High,High,1.767,1.537,1.184,1.217,341.2,1463.7,1309.4,828.5,851.9,700,0.668,0,24.91486859,3
FALSE,Master Protein,Q3UFK8,FERM domain-containing protein 8 OS=Mus musculus GN=Frmd8 PE=1 SV=2,11.37339056,5,9,5,1,466,51.795,6.44,High,High,High,High,High,High,1.71,1.464,1.001,1.014,3237.7,2958.7,2565.5,1729.8,1752.8,1728.6,0.509,0,24.91128421,5
FALSE,Master Protein,Q8CIP5,Protein dispatched homolog 2 OS=Mus musculus GN=Disp2 PE=1 SV=1,3.271375465,5,8,5,1,1345,147.849,6.76,High,High,High,High,High,High,1.479,1.117,1.173,1.19,3480.1,2091.9,1602.3,1414.2,1434.7,1205.4,0.225,0,24.89591634,5
FALSE,Master Protein,Q99J09,Methylosome protein 50 OS=Mus musculus GN=Wdr77 PE=1 SV=1,19.00584795,4,6,4,1,342,36.919,5.27,High,High,High,High,High,High,1.455,1.147,0.954,0.994,2229.3,1261.9,1036.8,867.5,904,909,0.719,0,24.87811041,4
FALSE,Master Protein,Q8BXA0,Leucine-rich repeat and fibronectin type-III domain-containing protein 5 OS=Mus musculus GN=Lrfn5 PE=1 SV=1,5.702364395,3,6,3,1,719,79.321,7.24,High,High,High,High,High,High,0.977,0.886,1.095,1.018,1276.4,1368.6,1152.8,1400.5,1301.6,1279.1,0.334,0,24.87186027,3
FALSE,Master Protein,Q9CQN3,Mitochondrial import receptor subunit TOM6 homolog OS=Mus musculus GN=Tomm6 PE=3 SV=1,32.43243243,3,10,3,1,74,7.86,4.89,High,High,High,High,High,High,1.355,1.062,1.021,1.033,4599.2,2004.1,1589.3,1478.8,1496,1448.3,30.623,0,24.86805964,3
FALSE,Master Protein,Q8R1F1,Niban-like protein 1 OS=Mus musculus GN=Fam129b PE=1 SV=2,7.343124166,6,8,6,1,749,84.765,5.94,High,High,High,High,High,High,1.453,1.347,1.063,1.066,3678.4,3773.6,3506,2596.9,2602.9,2442.8,0.292,0,24.84071255,6
FALSE,Master Protein,P61290,Proteasome activator complex subunit 3 OS=Mus musculus GN=Psme3 PE=1 SV=1,18.50393701,5,7,5,1,254,29.488,5.95,High,High,High,High,High,High,1.121,0.857,0.934,1.016,1049.5,1152.5,958.9,1028.1,1118.3,1100.5,1.081,0,24.83516216,5
FALSE,Master Protein,Q9JHK5,Pleckstrin OS=Mus musculus GN=Plek PE=1 SV=1,13.71428571,6,9,6,1,350,39.876,8.34,High,High,High,High,High,High,3.668,2.723,1.313,1.412,3458.7,4797.4,3831.2,1308.1,1406.8,996.1,0.874,0,24.82962608,6
FALSE,Master Protein,Q80X73,Protein pelota homolog OS=Mus musculus GN=Pelo PE=1 SV=3,10.64935065,5,9,5,1,385,43.322,5.99,High,High,High,High,High,High,1.41,1.305,1.053,1.021,1098.4,3192.8,2864.4,2263.8,2195,2150.1,0.61,0,24.78831029,5
FALSE,Master Protein,Q3THS6,S-adenosylmethionine synthase isoform type-2 OS=Mus musculus GN=Mat2a PE=1 SV=2,12.91139241,6,9,6,1,395,43.661,6.48,High,High,High,High,High,High,1.009,0.935,0.908,1.013,4161.7,3545.6,3664.1,3513.2,3920.1,3868.1,0.817,0,24.76953435,6
FALSE,Master Protein,Q9JK81,"UPF0160 protein MYG1, mitochondrial OS=Mus musculus GN=Myg1 PE=1 SV=1",23.68421053,7,10,7,1,380,42.696,7.02,High,High,High,High,High,High,0.937,0.957,1.11,1.101,2523,1737.2,1761.2,1854.6,1839.9,1670.5,0.817,0,24.76416254,7
FALSE,Master Protein,P70295,Ancient ubiquitous protein 1 OS=Mus musculus GN=Aup1 PE=1 SV=1,24.14634146,6,7,6,1,410,46.092,8.4,High,High,High,High,High,High,1.48,1.318,0.99,0.924,4409.4,1982.8,1647.9,1339.4,1250.7,1353.1,0.701,0,24.74950683,6
FALSE,Master Protein,Q8BX02,KN motif and ankyrin repeat domain-containing protein 2 OS=Mus musculus GN=Kank2 PE=1 SV=1,6.880189798,5,8,4,1,843,90.19,5.55,High,High,High,High,High,High,1.439,1.344,1.168,1.065,2884.6,1855.6,1578.9,1289.3,1175.1,1103.9,0.269,0,24.7241137,5
FALSE,Master Protein,Q9CQR6,Serine/threonine-protein phosphatase 6 catalytic subunit OS=Mus musculus GN=Ppp6c PE=1 SV=1,6.229508197,3,8,3,1,305,35.136,5.69,High,High,High,High,High,High,1.188,1.168,0.928,0.935,2510.7,4312.3,4268.5,3628.6,3655.7,3910.6,0.468,0,24.71020317,3
FALSE,Master Protein,O54786,DNA fragmentation factor subunit alpha OS=Mus musculus GN=Dffa PE=1 SV=2,12.99093656,4,8,4,1,331,36.55,4.91,High,High,High,High,High,High,1.199,0.958,0.927,0.904,1696.6,2306.2,1796,1923.5,1875.5,2074,0.896,0,24.69902849,4
FALSE,Master Protein,Q8BHD7,Polypyrimidine tract-binding protein 3 OS=Mus musculus GN=Ptbp3 PE=1 SV=1,8.986615679,5,9,3,1,523,56.665,9.13,High,High,High,High,High,High,2.028,1.434,1.096,1.101,1744.9,3125.7,2219.7,1540.9,1547.6,1406,0.61,1,24.68573546,5
FALSE,Master Protein,Q80V26,Inositol monophosphatase 3 OS=Mus musculus GN=Impad1 PE=1 SV=1,9.550561798,4,13,4,1,356,38.592,6.47,High,High,High,High,High,High,0.854,0.674,1.167,1.163,7625.8,3740.9,2943,4382.4,4366.4,3753.8,0.738,0,24.68313837,4
FALSE,Master Protein,Q9R1P1,Proteasome subunit beta type-3 OS=Mus musculus GN=Psmb3 PE=1 SV=1,11.70731707,2,8,2,1,205,22.949,6.55,High,High,High,High,High,High,1.003,0.876,0.949,1.055,1734.4,1761,1708.8,1754.8,1951.7,1849.5,3.642,0,24.67750001,2
FALSE,Master Protein,Q91WG4,Elongator complex protein 2 OS=Mus musculus GN=Elp2 PE=1 SV=1,5.174488568,5,8,5,1,831,93.034,5.82,High,High,High,High,High,High,1.164,1.03,1.123,1.109,5220.3,1685.8,1473.9,1448.1,1431,1289.9,0.399,0,24.65376759,5
FALSE,Master Protein,P28571,Sodium- and chloride-dependent glycine transporter 1 OS=Mus musculus GN=Slc6a9 PE=1 SV=3,6.502890173,3,10,3,1,692,76.494,7.81,High,High,High,High,High,High,1.141,0.925,1.097,1.159,194.8,1001.3,856.7,877.4,926.2,799.5,0.585,0,24.63423991,3
FALSE,Master Protein,Q9Z266,SNARE-associated protein Snapin OS=Mus musculus GN=Snapin PE=1 SV=1,43.38235294,6,8,6,1,136,14.895,9.31,High,High,High,High,High,High,2.993,2.411,0.962,1.005,5517.8,4166.6,3504.6,1391.9,1453.6,1446.9,4.012,0,24.61709642,6
FALSE,Master Protein,Q9QYY8,Spastin OS=Mus musculus GN=Spast PE=1 SV=3,11.88925081,6,9,6,1,614,66.415,9.69,High,High,High,High,High,High,1.439,1.161,1.024,1.056,2474.7,2085.8,1736.3,1449.1,1495.4,1415.8,0.506,0,24.6124301,6
FALSE,Master Protein,Q6AXF6,SID1 transmembrane family member 1 OS=Mus musculus GN=Sidt1 PE=1 SV=1,4.594921403,5,9,5,1,827,93.835,6.87,High,High,High,High,High,High,3.508,3.227,1.041,1.041,3831.1,6397.2,5886,1823.6,1823.9,1751.5,0.546,0,24.58042836,5
FALSE,Master Protein,Q9D6S7,"Ribosome-recycling factor, mitochondrial OS=Mus musculus GN=Mrrf PE=1 SV=1",23.66412214,5,11,5,1,262,29.032,9.85,High,High,High,High,High,High,1.617,1.415,0.918,0.95,3080,3455.8,3129.4,2137.1,2212.2,2327.8,1.015,0,24.57408011,5
FALSE,Master Protein,Q8C6E0,Cilia- and flagella-associated protein 36 OS=Mus musculus GN=Cfap36 PE=1 SV=1,16.90962099,4,7,4,1,343,39.575,4.93,High,High,High,High,High,High,1.219,0.979,1.058,1.05,2848.7,1596,1271.9,1309.3,1299.5,1237.7,0.817,0,24.57390308,4
FALSE,Master Protein,Q8CGC4,Protein LSM14 homolog B OS=Mus musculus GN=Lsm14b PE=1 SV=3,14.28571429,4,9,4,1,385,42.284,9.63,High,High,High,High,High,High,0.972,0.94,0.92,0.786,377.9,1203.2,995.5,1238.4,1058.6,1346.2,0.957,0,24.57281256,4
FALSE,Master Protein,Q9Z277,Tyrosine-protein kinase BAZ1B OS=Mus musculus GN=Baz1b PE=1 SV=2,3.853955375,5,8,5,1,1479,170.544,8.6,High,High,High,High,High,High,1.037,0.908,0.979,0.916,2012.7,956.5,782.9,922.1,862.4,941.5,0.129,0,24.55538034,5
FALSE,Master Protein,Q8BR07,Protein bicaudal D homolog 1 OS=Mus musculus GN=Bicd1 PE=1 SV=2,7.065868263,5,8,5,1,835,95.837,5.71,High,High,High,High,High,High,1.493,1.082,1.214,1.258,905.8,1752.8,1315.4,1174.3,1216.1,966.9,0.225,0,24.53350437,5
FALSE,Master Protein,Q80YE7,Death-associated protein kinase 1 OS=Mus musculus GN=Dapk1 PE=1 SV=3,2.912621359,4,12,4,1,1442,161.339,6.89,High,High,High,High,High,High,1.25,0.822,1.102,1.273,2340.1,2106.2,1598.6,1684.7,1945.8,1528.5,0.199,0,24.53048372,4
FALSE,Master Protein,P60824,Cold-inducible RNA-binding protein OS=Mus musculus GN=Cirbp PE=1 SV=1,25.58139535,4,8,4,1,172,18.596,9.61,High,High,High,High,High,High,1.171,0.975,0.821,0.807,3856.1,1460.1,1195.5,1247.3,1226.2,1519.7,1.054,0,24.52950239,4
FALSE,Master Protein,Q5SSZ5,Tensin-3 OS=Mus musculus GN=Tns3 PE=1 SV=1,4.097222222,6,10,4,1,1440,155.491,6.65,High,High,High,High,High,High,1.586,1.392,0.929,0.995,3127.7,4271.3,4018.8,2693.8,2886.2,2900.8,0.296,2,24.50828862,6
FALSE,Master Protein,Q9JME7,Trafficking protein particle complex subunit 2-like protein OS=Mus musculus GN=Trappc2l PE=1 SV=1,25.17985612,3,10,3,1,139,16.008,6.77,High,High,High,High,High,High,1.789,1.373,0.843,0.954,420.2,3910.8,3397.2,2186.6,2474.7,2594.2,1.61,0,24.50024545,3
FALSE,Master Protein,Q8BH86,"UPF0317 protein C14orf159 homolog, mitochondrial OS=Mus musculus PE=1 SV=1",10.85899514,6,8,6,1,617,66.323,7.09,High,High,High,High,High,High,1.286,1.233,1.13,1.16,3895.8,3191.3,3141.4,2482.2,2548.7,2196.7,0.546,0,24.49001956,6
FALSE,Master Protein,Q8R0G9,Nuclear pore complex protein Nup133 OS=Mus musculus GN=Nup133 PE=1 SV=2,6.32034632,6,7,6,1,1155,128.539,5.2,High,High,High,High,High,High,0.924,0.862,0.961,0.867,1459.6,1907.8,1605.4,2065.7,1862,2148.8,0.199,0,24.45893264,6
FALSE,Master Protein,Q8R180,ERO1-like protein alpha OS=Mus musculus GN=Ero1a PE=1 SV=2,6.25,3,9,3,1,464,54.05,6.54,High,High,High,High,High,High,1.049,1.324,1.205,1.216,7319.8,2858.7,3643.5,2726,2752.8,2263,0.292,0,24.4499824,3
FALSE,Master Protein,P97930,Thymidylate kinase OS=Mus musculus GN=Dtymk PE=1 SV=2,18.39622642,4,7,4,1,212,23.9,7.9,High,High,High,High,High,High,0.96,0.954,1.128,1.07,2940.9,2650.9,2498.6,2761.2,2619.2,2448,0.778,0,24.44648504,4
FALSE,Master Protein,Q9WTK3,Glycosylphosphatidylinositol anchor attachment 1 protein OS=Mus musculus GN=Gpaa1 PE=1 SV=3,1.771336554,1,8,1,1,621,67.905,8.4,High,High,High,High,High,High,0.951,0.819,1.063,1.129,2461.5,2127.4,1947.1,2237,2377.7,2105.3,0.186,0,24.41017938,1
FALSE,Master Protein,O70481,E3 ubiquitin-protein ligase UBR1 OS=Mus musculus GN=Ubr1 PE=1 SV=2,2.50426864,4,6,4,1,1757,200.11,6.05,High,High,High,High,High,High,1.447,1.237,1.104,1.097,2266.7,2079.4,1765.1,1437,1427.2,1301.3,0.116,0,24.39518738,4
FALSE,Master Protein,Q60700,Mitogen-activated protein kinase kinase kinase 12 OS=Mus musculus GN=Map3k12 PE=1 SV=1,7.545045045,7,8,6,1,888,96.024,6.24,High,High,High,High,High,High,1.852,1.691,1.062,0.979,2923.7,2477.2,2084.1,1337.6,1232.2,1259.3,0.28,0,24.37347579,7
FALSE,Master Protein,Q9D023,Mitochondrial pyruvate carrier 2 OS=Mus musculus GN=Mpc2 PE=1 SV=1,14.17322835,3,9,3,1,127,14.277,10.61,High,High,High,High,High,High,0.813,0.961,0.763,0.671,6743.7,5836.2,6065.8,7179.5,6314.7,9415,1.512,0,24.35324597,3
FALSE,Master Protein,Q8R0J7,Vacuolar protein sorting-associated protein 37B OS=Mus musculus GN=Vps37b PE=1 SV=1,20.70175439,5,10,5,1,285,31.036,7.05,High,High,High,High,High,High,1.254,0.99,1.1,1.096,1256.6,2169.9,1706.3,1730.1,1723.5,1573,1.738,0,24.35213697,5
FALSE,Master Protein,A6H6A9,Rab GTPase-activating protein 1-like OS=Mus musculus GN=Rabgap1l PE=1 SV=1,7.607361963,6,8,5,1,815,92.345,5.31,High,High,High,High,High,High,1.172,1.47,1.051,0.914,1512.5,2525.7,2754.2,2155.3,1874.1,2050.7,0.334,0,24.35086787,6
FALSE,Master Protein,P70288,Histone deacetylase 2 OS=Mus musculus GN=Hdac2 PE=1 SV=1,15.77868852,6,10,4,1,488,55.267,5.91,High,High,High,High,High,High,0.917,0.976,0.947,0.923,1520.6,2648.8,2746.4,2887.2,2813.6,3048.6,0.848,3,24.3482393,6
FALSE,Master Protein,Q8BUN5,Mothers against decapentaplegic homolog 3 OS=Mus musculus GN=Smad3 PE=1 SV=2,7.529411765,3,8,1,1,425,48.05,7.15,Not Found,High,High,High,High,High,1.08,0.607,0.991,1.188,,247.7,166.8,229.3,275,231.4,0.557,0,24.32963455,3
FALSE,Master Protein,Q9DC11,Plexin domain-containing protein 2 OS=Mus musculus GN=Plxdc2 PE=1 SV=1,6.226415094,3,9,3,1,530,59.578,6.6,High,High,High,High,High,High,1.727,1.613,1.21,1.186,1405.7,2156,1972.7,1248.5,1223.3,1031.4,0.45,0,24.28212929,3
FALSE,Master Protein,Q8BMS4,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial OS=Mus musculus GN=Coq3 PE=1 SV=1",11.35135135,4,7,4,1,370,40.931,7.96,High,High,High,High,High,High,1.084,0.903,1.072,1.108,1355.3,2306.5,1985.4,2127,2197.5,1983.6,0.778,0,24.28080583,4
FALSE,Master Protein,P13634,Carbonic anhydrase 1 OS=Mus musculus GN=Ca1 PE=1 SV=4,22.60536398,5,8,5,1,261,28.313,6.96,High,High,High,High,High,High,1.296,1.033,0.804,0.866,713.6,2188,1878.6,1688,1819.2,2099.8,1.683,0,24.23530698,5
FALSE,Master Protein,P98086,Complement C1q subcomponent subunit A OS=Mus musculus GN=C1qa PE=1 SV=2,15.51020408,3,7,3,1,245,25.958,9.11,High,High,High,High,High,High,1.892,1.645,1.71,1.792,1416.6,3363.7,3062.7,1777.5,1862.3,1039.5,0.778,0,24.23219776,3
FALSE,Master Protein,Q9CQM5,Thioredoxin domain-containing protein 17 OS=Mus musculus GN=Txndc17 PE=1 SV=1,26.82926829,3,8,3,1,123,14.006,4.77,High,High,High,High,High,High,0.997,0.933,0.914,1.101,2923.6,2040.6,2298,2046.2,2463.8,2238.7,1.512,0,24.20903325,3
FALSE,Master Protein,Q9JII5,DAZ-associated protein 1 OS=Mus musculus GN=Dazap1 PE=1 SV=2,19.21182266,5,7,5,1,406,43.187,8.56,High,High,High,High,High,High,1.438,0.809,0.808,0.827,1856.4,1754.2,1009.9,1219.9,1247.9,1508.9,1.371,0,24.2042973,5
FALSE,Master Protein,Q9D666,SUN domain-containing protein 1 OS=Mus musculus GN=Sun1 PE=1 SV=2,10.73384447,7,10,7,1,913,101.912,6.81,High,High,High,High,High,High,1.128,0.984,0.811,0.753,720.3,873.5,707.4,774.3,718.5,954.5,0.359,0,24.19381928,7
FALSE,Master Protein,Q64322,Neural proliferation differentiation and control protein 1 OS=Mus musculus GN=Npdc1 PE=2 SV=2,24.09638554,5,7,5,1,332,35.697,7.12,High,High,High,High,High,High,1.581,1.111,1.288,1.313,987.4,1010.1,723.6,638.9,651.4,496.1,1.239,0,24.17762828,5
FALSE,Master Protein,P49070,Calcium signal-modulating cyclophilin ligand OS=Mus musculus GN=Camlg PE=1 SV=2,17.34693878,5,8,5,1,294,32.522,7.74,High,High,High,High,High,High,1.04,1.059,1.192,1.12,4024.8,3484.7,3333.9,3349.4,3147,2809,0.995,0,24.15662718,5
FALSE,Master Protein,Q99JX4,Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus GN=Eif3m PE=1 SV=1,15.50802139,4,8,4,1,374,42.49,5.74,High,High,High,High,High,High,1.232,1.358,0.972,0.993,1521.2,1386.7,1560.4,1125.4,1149.3,1157.9,0.743,0,24.15240288,4
FALSE,Master Protein,P51906,Excitatory amino acid transporter 3 OS=Mus musculus GN=Slc1a1 PE=1 SV=2,5.544933078,2,9,2,1,523,56.657,6.11,High,High,High,High,High,High,1.119,0.999,1.084,1.048,818.9,1812.1,1563.8,1619.4,1565.1,1493.5,0.369,0,24.14085031,2
FALSE,Master Protein,Q8K2C7,Protein OS-9 OS=Mus musculus GN=Os9 PE=1 SV=2,8.482142857,6,8,5,1,672,76.061,4.84,High,High,High,High,High,High,1.124,0.949,0.998,1.008,4148.7,1594.9,1360,1419.4,1433,1421.7,0.334,0,24.13731813,6
FALSE,Master Protein,P50171,Estradiol 17-beta-dehydrogenase 8 OS=Mus musculus GN=Hsd17b8 PE=1 SV=2,39.76833977,7,8,7,1,259,26.572,6.54,High,High,High,High,High,High,1.008,0.927,1.1,1.127,2295,3129.8,2949.7,3106.4,3182.4,2824.6,1.929,0,24.1342417,7
FALSE,Master Protein,Q8BMJ3,"Eukaryotic translation initiation factor 1A, X-chromosomal OS=Mus musculus GN=Eif1ax PE=2 SV=3",25.69444444,3,7,3,1,144,16.45,5.24,High,High,High,High,High,High,0.785,1.03,0.942,0.942,533.7,1835.2,2408.8,2339,2339,2482,1.61,0,24.08481169,3
FALSE,Master Protein,Q3UHD2,Glucose-fructose oxidoreductase domain-containing protein 1 OS=Mus musculus GN=Gfod1 PE=1 SV=1,9.743589744,3,9,3,1,390,43.258,5.92,High,High,High,High,High,High,1.339,1.213,1,0.924,5557.7,2646.7,2215.6,1976,1826.2,1976.7,0.509,0,24.0370574,3
FALSE,Master Protein,Q8N7N5,DDB1- and CUL4-associated factor 8 OS=Mus musculus GN=Dcaf8 PE=1 SV=1,9.813874788,6,10,6,1,591,65.991,5.87,High,High,High,High,High,High,1.286,1.234,0.942,0.881,2177.2,3278.3,2941.9,2549,2384.6,2706.3,0.567,0,24.01441264,6
FALSE,Master Protein,Q8CEE7,Retinol dehydrogenase 13 OS=Mus musculus GN=Rdh13 PE=1 SV=1,15.26946108,5,8,5,1,334,36.441,8.85,High,High,High,High,High,High,1.2,0.999,1.035,0.976,2302.9,1818.1,1427.4,1515.7,1429.1,1463.9,0.585,0,24.01066208,5
FALSE,Master Protein,Q8JZP9,GAS2-like protein 1 OS=Mus musculus GN=Gas2l1 PE=1 SV=1,11.94690265,6,7,6,1,678,72.367,10.01,High,High,High,High,High,High,1.147,1.094,1.292,1.244,812.9,1315.8,1208.4,1147,1105,887.9,0.311,0,23.99874663,6
FALSE,Master Protein,Q9Z275,Retinaldehyde-binding protein 1 OS=Mus musculus GN=Rlbp1 PE=1 SV=3,15.77287066,5,10,5,1,317,36.385,5.06,High,High,High,High,High,High,1.23,1.129,1.326,1.292,3282.9,6461.2,5777.2,5251.4,5117.4,3961.7,0.874,0,23.98919106,5
FALSE,Master Protein,Q7TPD0,Integrator complex subunit 3 OS=Mus musculus GN=Ints3 PE=1 SV=2,3.938520653,3,6,3,1,1041,117.862,5.8,High,High,High,High,High,High,1.293,0.816,1.154,1.144,3151.2,1110.2,694.1,858.4,850.7,743.7,0.109,0,23.98588538,3
FALSE,Master Protein,Q61136,Serine/threonine-protein kinase PRP4 homolog OS=Mus musculus GN=Prpf4b PE=1 SV=3,6.454816286,8,10,7,1,1007,116.904,10.23,High,High,High,High,High,High,0.876,0.747,0.944,0.874,2079.1,1985.3,1568.2,2267.6,2099.7,2402.3,0.389,0,23.96895409,8
FALSE,Master Protein,Q8BGN5,NIPA-like protein 3 OS=Mus musculus GN=Nipal3 PE=2 SV=1,4.146341463,2,9,2,1,410,44.779,7.75,High,High,High,High,High,High,0.752,0.967,1.276,1.301,838.3,4270.6,5606.6,5682.4,5796.8,4454.4,0.701,0,23.96592021,2
FALSE,Master Protein,Q11136,Xaa-Pro dipeptidase OS=Mus musculus GN=Pepd PE=1 SV=3,15.61866126,7,8,7,1,493,54.993,5.78,High,High,High,High,High,High,1.672,1.411,0.972,0.936,5941.6,3930.7,3194.5,2351.5,2263.5,2419.5,0.778,0,23.95726371,7
FALSE,Master Protein,P17047,Lysosome-associated membrane glycoprotein 2 OS=Mus musculus GN=Lamp2 PE=1 SV=2,9.156626506,4,8,4,1,415,45.652,7.39,High,High,High,High,High,High,1.699,2.033,1.133,1.085,4050.9,7839.2,8976.6,4612.9,4416.4,4071.7,0.65,0,23.88039088,4
FALSE,Master Protein,Q9JHR9,Nuclear receptor-interacting protein 2 OS=Mus musculus GN=Nrip2 PE=1 SV=2,19.62962963,4,7,4,1,270,29.266,7.68,High,High,High,High,High,High,1.155,0.914,1.06,1.114,1016.7,1423,1183.9,1231.9,1294.7,1162.3,0.778,0,23.8750031,4
FALSE,Master Protein,Q80UP5,Ankyrin repeat domain-containing protein 13A OS=Mus musculus GN=Ankrd13a PE=1 SV=2,6.292517007,3,7,3,1,588,67.136,5.08,High,High,High,High,High,High,1.312,1.187,1.17,1.132,,565.2,494.5,430.7,416.5,368,0.389,0,23.85084927,3
